<http://ceur-ws.org/Vol-778/>;;Uncertainty Reasoning for the Semantic Web 2011;;15-Sep-2011;;Proceedings of the 7th International Workshop on Uncertainty Reasoning for the Semantic Web (URSW 2011);;Bonn, Germany, October 23, 2011
<http://ceur-ws.org/Vol-777/>;;Collaborative Usage and Development of Models and Visualizations 2011;;8-Sep-2011;;Proceedings of the 1st International Workshop on Collaborative Usage and;;Aarhus, Denmark, September 24, 2011
<http://ceur-ws.org/Vol-776/>;;Ontology Research in Brazil & Metamodels, Ontologies and Semantic Technologies 2011;;8-Sep-2011;;Proceedings of Joint IV Seminar on Ontology Research in Brazil and VI International;;Gramado, Brazil, September 12-14, 2011
<http://ceur-ws.org/Vol-775/>;;Multilingual Semantic Web 2011;;03-Nov-2011;;Proceedings of the 2nd International Workshop on the Multilingual Semantic Web (MSW 2011);;Bonn, Germany, October 23, 2011
<http://ceur-ws.org/Vol-774/>;;Canadian Semantic Web Symposium 2011;;6-Sep-2011;;Proceedings of the 3rd Canadian Semantic Web Symposium (CSWS2011);;Vancouver, British Columbia, Canada, August 5, 2011
<http://ceur-ws.org/Vol-773/>;;EFEPLE Workshop 2011;;31-Aug-2011;;Proceedings of the 1st Workshop on Exploring Fitness and Evolvability of Personal Learning Environments (EFEPLE-2001);;La Clusaz, France, 30-31 March, 2011
<http://ceur-ws.org/Vol-772/>;;Discovering, Summarizing and Using Multiple Clusterings 2011;;30-Aug-2011;;Proceedings of the 2nd MultiClust Workshop: Discovering, Summarizing and Using Multiple Clusterings (MultiClust-2011);;Athens, Greece, September 5, 2011
<http://ceur-ws.org/Vol-771/>;;New Challenges in Distributed Information Filtering and Retrieval 2011;;30-Aug-2011;;Proceedings of the 5th International Workshop on New Challenges in Distributed Information Filtering and Retrieval (DART-2011);;Palermo, Italy, September 17, 2011
<http://ceur-ws.org/Vol-770/>;;Discovery Challenge Workshop 2011;;30-Aug-2011;;Proceedings of the ECML/PKDD Discovery Challenge Workshop (DCW-2011);;Athens, Greece, September 5, 2011
<http://ceur-ws.org/Vol-769/>;;IT Innovations Enabling Seamless and Secure Supply Chains 2011;;25-Aug-2011;;Proceedings of the 1st Workshop on IT Innovations Enabling Seamless and Secure Supply Chains (WITNESS-2011);;Delft, The Netherlands, August 29, 2011
<http://ceur-ws.org/Vol-768/>;;Automated Forensic Handwriting Analysis 2011;;25-Aug-2011;;Proceedings of the 1st International Workshop on Automated Forensic Handwriting Analysis (AFHA-2011);;Beijing, China, September 17-18, 2011
<http://ceur-ws.org/Vol-767/>;;Mathematical Wikis 2011;;24-Aug-2011;;Proceedings of the ITP 2011 Workshop on Mathematical Wikis (MathWikis-2011);;Nijmegen, Netherlands, August 27th, 2011
<http://ceur-ws.org/Vol-766/>;;iStar 2011;;19-Aug-2011;;Proceedings of the 5th International i* Workshop (iStar 2011);;Trento, Italy, August 28-29, 2011
<http://ceur-ws.org/Vol-765/>;;Learning from Medical Data Streams 2011;;02-Nov-2011;;Proceedings of the Workshop on Learning from Medical Data Streams (LEMEDS'11);;Bled, Slovenia, July 6, 2011
<http://ceur-ws.org/Vol-764/>;;Neural-Symbolic Learning and Reasoning 2011;;04-Aug-2011;;Proceedings of the 7th International Workshop on Neural-Symbolic Learning and Reasoning (NeSy'11);;Barcelona, Spain, July 17, 2011
<http://ceur-ws.org/Vol-763/>;;Human-Computer Interaction and Information Retrieval 2011;;04-Aug-2011;;Proceedings of the 1st European Workshop on Human-Computer Interaction and Information Retrieval (EuroHCIR2011);;Newcastle, UK, July 4, 2011
<http://ceur-ws.org/Vol-762/>;;Knowledge Diversity on the Web 2011;;1-Aug-2011;;Proceedings of the 1st International Workshop on Knowledge Diversity on the Web (DiversiWeb 2011);;Hyderabad, India, March 28, 2011
<http://ceur-ws.org/Vol-761/>;;First Challenge Task on Drug-Drug Interaction Extraction 2011;;28-Jul-2011;;Proceedings of the 1st Challenge Task on Drug-Drug Interaction Extraction 2011;;Huelva, Spain, September 7, 2011
<http://ceur-ws.org/Vol-760/>;;Automated Theory Engineering 2011;;28-Jul-2011;;Proceedings of the First Workshop on Automated Theory Engineering (ATE-2011);;Wrocław, Poland, July 31, 2011
<http://ceur-ws.org/Vol-759/>;;Computational Models of Spatial Language Interpretation and Generation 2011;;28-Jul-2011;;Proceedings of the Workshop on Computational Models of Spatial Language Interpretation and Generation (COSLI-2011);;Boston, USA, July 20, 2011
<http://ceur-ws.org/Vol-758/>;;Soft Computing Applications and Knowledge Discovery 2011;;25-Jul-2011;;Proceedings of the International Workshop on Soft Computing Applications and Knowledge Discovery (SCAKD 2011);;Moscow, Russia, June 25, 2011
<http://ceur-ws.org/Vol-757/>;;Concept Discovery in Unstructured Data 2011;;24-Jul-2011;;Proceedings of the International Workshop on Concept Discovery in Unstructured Data (CDUD 2011);;Moscow, Russia, June 25, 2011
<http://ceur-ws.org/Vol-756/>;;Intelligent Techniques for Web Personalization & Recommender Systems 2011;;24-Jul-2011;;Proceedings of the 9th Workshop on Intelligent Techniques for Web Personalization & Recommender Systems (ITWP'11);;Barcelona, Spain, July 16, 2011
<http://ceur-ws.org/Vol-755/>;;IJCAI 2011 Workshop on Configuration;;24-Jul-2011;;Proceedings of the Workshop on Configuration;;Barcelona, Spain, July 16, 2011
<http://ceur-ws.org/Vol-754/>;;Semantic Applications in Life Sciences 2010;;22-Jul-2011;;Proceedings of the 4th International Workshop on Formal Biomedical Knowledge Representation (KR-MED 2010);;Boston, MA, USA, July 9-10, 2010
<http://ceur-ws.org/Vol-753/>;;CUBIST Workshop 2011;;14-Jul-2011;;Proceedings of the 1st CUBIST (Combining and Uniting Business Intelligence with Semantic Technologies) Workshop;;Derby, UK, July 26, 2011
<http://ceur-ws.org/Vol-752/>;;Workshop on Applications of Software Agents 2011;;11-Jul-2011;;Proceedings of the Workshop on Applications of Software Agents (WASA-2011);;Novi Sad, Serbia, July 3-5, 2011
<http://ceur-ws.org/Vol-751/>;;Reasoning About Other Minds 2011;;07-Jul-2011;;Proceedings of the Workshop on Reasoning About Other Minds: Logical and Cognitive Perspectives (RAOM-2011);;Groningen, The Netherlands, July 11th, 2011
<http://ceur-ws.org/Vol-750/>;;(CM)² Young Researcher Symposium 2011;;07-Jul-2011;;Proceedings of the 1st Young Researcher Symposium by Center for Mathematical and Computational Modelling (YRS-2011);;Kaiserslautern, Germany, February 15, 2011
<http://ceur-ws.org/Vol-749/>;;Alberto Mendelzon International Workshop on Foundations of Data Management 2011;;05-Jul-2011;;Proceedings of the 5th Alberto Mendelzon International Workshop on Foundations of Data Management (AMW2011);;Santiago, Chile, May 9-12, 2011
<http://ceur-ws.org/Vol-748/>;;Ontology and Semantic Web for Manufacturing 2011;;04-Jul-2011;;Proceedings of the 1st International Workshop on Ontology and Semantic Web for Manufacturing (OSEMA 2011);;Heraklion, Crete, Greece, May 29, 2011
<http://ceur-ws.org/Vol-747/>;;Semantic Models for Adaptive Interactive Systems 2011;;05-Jul-2011;;Proceedings of the 2nd Workshop on Semantic Models for Adaptive Interactive Systems (SEMAIS 2011);;Palo Alto, CA, USA, February 13, 2011
<http://ceur-ws.org/Vol-746/>;;Software Ecosystems 2011;;1-Jul-2011;;Proceedings of the 3rd International Workshop on Software Ecosystems (IWSECO-2011);;Brussels, Belgium, June 7th, 2011
<http://ceur-ws.org/Vol-745/>;;Description Logics 2011;;30-Jun-2011;;Proceedings of the 24th International Workshop on Description Logics (DL-2011);;Barcelona, Spain, July 13-16, 2011
<http://ceur-ws.org/Vol-744/>;;Health Document Text Mining and Information Analysis 2011;;17-Aug-2011;;Proceedings of LOUHI 2011 Third International Workshop on Health Document Text Mining and Information Analysis;;Bled, Slovenia, July 6, 2011
<http://ceur-ws.org/Vol-743/>;;Adaptive Support for Team Collaboration 2011;;28-Jun-2011;;Proceedings of the International Workshop on Adaptive Support for Team Collaboration 2011 (ASTC 2011);;Girona, Spain, July 15, 2011
<http://ceur-ws.org/Vol-742/>;;Model Transformation with ATL 2011;;27-Jun-2011;;Proceedings of the 3rd International Workshop on Model Transformation with ATL (MtATL-2011);;Zürich, Switzerland, July 1st, 2011
<http://ceur-ws.org/Vol-741/>;;Workshop on Objects and Agents 2011;;27-Jun-2011;;Proceedings of the 12th Workshop on Objects and Agents (WOA-2011);;Rende (CS), Italy, July 4-6, 2011
<http://ceur-ws.org/Vol-740/>;;The UMAP 2011 Workshops - DEMRA 2011 and UMMS 2011;;24-Jun-2011;;Joint Proceedings of the Workshop on Decision Making and Recommendation;;Girona, Spain, July 11, 2011
<http://ceur-ws.org/Vol-739/>;;Open Knowledge Conference 2011;;24-Jun-2011;;Proceedings of the 6th Open Knowledge Conference (OKCon 2011);;Berlin, Germany, June 30 & July 1, 2011
<http://ceur-ws.org/Vol-738/>;;Logic-based Interpretation of Context: Modelling and Applications 2011;;23-Jun-2011;;Proceedings of the 2nd Workshop on Logic-based Interpretation of Context: Modelling and Applications;;Vancouver, Canada, May 16, 2011
<http://ceur-ws.org/Vol-737/>;;Workshop on REsource Discovery 2011;;19-Jun-2011;;Proceedings of the 4th International Workshop on REsource Discovery (RED 2011);;Heraklion, Greece, May 30, 2011
<http://ceur-ws.org/Vol-736/>;;High-Performance Computing for the Semantic Web 2011;;17-Jun-2011;;Proceedings of the 1st Workshop on High-Performance Computing for the Semantic Web (HPCSW2011);;Heraklion, Greece, May 29, 2011
<http://ceur-ws.org/Vol-735/>;;Spring Researchers Colloquium on Databases and Information Systems 2011;;15-Jun-2011;;Proceedings of the Seventh Spring Researchers Colloquium on Databases and Information Systems (SYRCoDIS 2011);;Moscow, Russia, June 2-3, 2011
<http://ceur-ws.org/Vol-734/>;;CAiSE Forum 2011;;14-Jun-2011;;Proceedings of the CAiSE'11 Forum at the 23rd International Conference on Advanced Information Systems Engineering;;London, UK, June 22-24, 2011
<http://ceur-ws.org/Vol-733/>;;Grundlagen von Datenbanken 2011;;13-Jun-2011;;Proceedings of the 23rd GI-Workshop "Grundlagen von Datenbanken 2011" (GvD-2011);;Obergurgl, Austria, May 31 - June 03, 2011
<http://ceur-ws.org/Vol-732/>;;Personalization Approaches in Learning Environments 2011;;10-Jun-2011;;Proceedings of the International Workshop on Personalization Approaches in Learning Environments (PALE-2011);;Girona, Spain, July 15, 2011
<http://ceur-ws.org/Vol-731/>;;CAiSE Doctoral Consortium 2011;;10-Jun-2011;;Proceedings of the CAiSE Doctoral Consortium 2011;;London, United Kingdom, June 21, 2011
<http://ceur-ws.org/Vol-730/>;;Semantic Adaptive Social Web 2011;;09-Jun-2011;;Proceedings of the Workshop on Semantic Adaptive Social Web 2011 (SASWeb-2011);;Girona, Spain, July 15, 2011
<http://ceur-ws.org/Vol-729/>;;Health Ambient Information Systems Workshop 2011;;01-Jul-2011;;Proceedings of the Health Ambiant Information Systems Workshop, HamIS 2011;;Gramado, Brazil, May 17, 2011
<http://ceur-ws.org/Vol-728/>;;Iberoamerican Meeting of Ontological Research 2011;;27-Jun-2011;;Proceedings of the Iberoamerican Meeting of Ontological Research;;Gramado, Brazil, May 16, 2011
<http://ceur-ws.org/Vol-727/>;;Engineering Interactive Computing Systems for Medicine and Health Care 2011;;08-Jun-2011;;Proceedings of the 1st International Workshop on Engineering Interactive;;Pisa, Italy, June 13, 2011
<http://ceur-ws.org/Vol-726/>;;SUMo and CompoNet 2011;;14-Jun-2011;;Proceedings of SUMo and CompoNet 2011;;Newcastle upon Tyne, United Kingdom, June 21, 2011
<http://ceur-ws.org/Vol-725/>;;Applications of Region Theory 2011;;16-Jun-2011;;Proceedings of the Workshop Applications of Region Theory 2011 (ART-2011);;Newcastle upon Tyne, UK, June 21, 2011
<http://ceur-ws.org/Vol-724/>;;Biological Processes & Petri Nets 2011;;11-Jun-2011;;Proceedings of the International Workshop on Biological Processes & Petri Nets (BioPPN-2011);;Newcastle upon Tyne, United Kingdom, June 20, 2011
<http://ceur-ws.org/Vol-723/>;;Petri Nets and Software Engineering 2011;;15-Jun-2011;;Proceedings of the International Workshop on Petri Nets and Software Engineering (PNSE'11);;Newcastle upon Tyne, UK, June 20-21, 2011
<http://ceur-ws.org/Vol-722/>;;Persuasion, Influence, Nudge & Coercion Through Mobile Devices 2011;;21-Jun-2011;;Proceedings of the 2nd International Workshop on Persuasion, Influence, Nudge & Coercion Through Mobile Devices (PINC2011);;Vancouver, Canada, May 8, 2011
<http://ceur-ws.org/Vol-721/>;;Semantic Publishing 2011;;25-May-2011;;Proceedings of the 1st Workshop on Semantic Publishing 2011 (SePublica 2011);;Hersonissos, Crete, Greece, May 30, 2011
<http://ceur-ws.org/Vol-720/>;;FutureTV-2011: Making Television Personal & Social 2011;;01-Jul-2011;;Proceedings of the 2nd International Workshop on Future of Television (FutureTV-2011);;Lisbon, Portugal, June 29, 2011
<http://ceur-ws.org/Vol-719/>;;Automatic Image Annotation and Retrieval Workshop 2010;;11-May-2011;;Proceedings of the 2010 Automatic Image Annotation and Retrieval Workshop (AIAR 2010);;Puebla, Mexico, October 6-8, 2010
<http://ceur-ws.org/Vol-718/>;;Making Sense of Microposts 2011;;10-May-2011;;Proceedings of the ESWC2011 Workshop on 'Making Sense of Microposts': Big things come in small packages (#MSM2011);;Heraklion, Crete, May 30, 2011
<http://ceur-ws.org/Vol-717/>;;Linked Learning 2011;;29-Apr-2011;;Proceedings of Linked Learning 2011: the 1st International Workshop on eLearning Approaches for the Linked Data Age;;Heraklion, Greece, May 29, 2011
<http://ceur-ws.org/Vol-716/>;;ICT in Education, Research and Industrial Applications: Integration, Harmonization and Knowledge Transfer 2011;;27-Apr-2011;;Proceedings of the 7th International Conference on ICT in Education;;Kherson, Ukraine, May 4-7, 2011
<http://ceur-ws.org/Vol-715/>;;Bildverarbeitung für die Medizin 2011;;31-May-2011;;Proceedings of the 7th International Conference on ICT in Education;;Lübeck, Germany, March 20-22, 2011
<http://ceur-ws.org/Vol-714/>;;Semantic Mining in Biomedicine 2010;;18-Apr-2011;;Proceedings of the Fourth International Symposium for Semantic Mining in Biomedicine (SMBM-2010);;Cambridge, United Kingdom, October, 2010
<http://ceur-ws.org/Vol-713/>;;Semantic Technologies for Intelligence, Defense, and Security 2010;;17-Apr-2011;;Proceedings of the Fifth International Conference on Semantic Technologies for Intelligence, Defense, and Security (STIDS-2010);;Fairfax, VA, USA, October 27-28, 2010
<http://ceur-ws.org/Vol-712/>;;Integrating Sensor Web and Web-based Geoprocessing 2011;;14-Apr-2011;;Proceedings of the Workshop on Integrating Sensor Web and Web-based;;Utrecht, The Netherlands, April 18, 2011
<http://ceur-ws.org/Vol-711/>;;Model Transformation with ATL 2010;;11-Apr-2011;;Proceedings of the 2nd International Workshop on Model Transformation with ATL (MtATL-2010);;Malaga, Spain, June 30, 2010
<http://ceur-ws.org/Vol-710/>;;Midwest Artificial Intelligence and Cognitive Science Conference 2011;;08-Apr-2011;;Proceedings of The 22nd Midwest Artificial Intelligence and Cognitive Science Conference 2011 (MAICS 2011);;Cincinnati, USA, April 16-17, 2011
<http://ceur-ws.org/Vol-709/>;;Doctoral Consortium at EC-TEL 2010;;04-Apr-2011;;Proceedings of the 5th Doctoral Consortium at the European Conference on Technology Enhanced Learning (EC-TEL 2010);;Barcelona, Spain, September 29, 2010
<http://ceur-ws.org/Vol-708/>;;The CSMR 2011 Workshops - MDSM 2011 and SQM 2011;;30-Mar-2011;;Joint Proceedings of the First International Workshop on Model-Driven;;Oldenburg, Germany, March 1, 2011
<http://ceur-ws.org/Vol-707/>;;Temporal Web Analytics Workshop 2011;;22-Mar-2011;;Proceedings of the 1st International Temporal Web Analytics Workshop (TWAW 2011);;Hyderabad, India, March 28, 2011
<http://ceur-ws.org/Vol-706/>;;Databases, Texts, Specifications, and Objects 2011;;13-May-2011;;Proceedings of the Dateso 2011: Annual International Workshop on DAtabases, TExts, Specifications and Objects (DATESO 2011);;Pisek, Czech Republic, April 20, 2011
<http://ceur-ws.org/Vol-705/>;;Central-European Workshop on Services and their Composition 2011;;22-Mar-2011;;Proceedings of the 3rd Central-European Workshop on Services and their Composition (ZEUS 2011);;Karlsruhe, Germany, February 21-22, 2011
<http://ceur-ws.org/Vol-704/>;;Italian Information Retrieval Workshop 2011;;03-Mar-2011;;Proceedings of the Second Italian Information Retrieval  Workshop (IIR-2011);;Milan, Italy, January 27-28, 2011
<http://ceur-ws.org/Vol-703/>;;Web Dynamics 2004;;11-Feb-2011;;Proceedings of the Third International Workshop on Web Dynamics (WebDyn-2004);;New York, NY, USA, May 18, 2004
<http://ceur-ws.org/Vol-702/>;;Web Dynamics 2002;;11-Feb-2011;;Proceedings of the Second International Workshop on Web Dynamics (WebDyn-2002);;Honululu, HW, USA, May 7, 2002
<http://ceur-ws.org/Vol-701/>;;Web Dynamics 2001;;11-Feb-2011;;Proceedings of the First International Workshop on Web Dynamics (WebDyn-2001);;London, UK, January 3, 2001
<http://ceur-ws.org/Vol-700/>;;Linked Data in the Future Internet 2010;;08-Feb-2011;;Proceedings of the Workshop on Linked Data in the Future Internet at the Future Internet Assembly;;Ghent, Belgium, December 16-17, 2010
<http://ceur-ws.org/Vol-699/>;;Scripting and Development for the Semantic Web 2010;;08-Feb-2011;;Proceedings of the 6th Workshop on Scripting and Development for the Semantic Web (SFSW2010);;Crete, Greece, May 31, 2010
<http://ceur-ws.org/Vol-698/>;;Semantic Web Applications and Tools for Life Sciences 2010;;7-Feb-2011;;Proceedings of the Workshop on Semantic Web Applications and Tools for Life Sciences (SWAT4LS-2010);;Berlin, Germany, December 10, 2010
<http://ceur-ws.org/Vol-697/>;;Workshop NLP in the Enterprise 2010;;6-Feb-2011;;Proceedings of the Workshop NLP in the Enterprise: Envisioning the Next 10 Years (PLN-E 2010);;Valencia, Spain, September 7, 2010
<http://ceur-ws.org/Vol-696/>;;Human Centered Processes 2011;;4-Feb-2011;;Proceedings of the 4th Workshop on Human Centered Processes (HCP-2011);;Genoa, Italy, February 10-11, 2011
<http://ceur-ws.org/Vol-695/>;;Software Engineering im Unterricht der Hochschulen 2011;;21-Feb-2011;;Proceedings of the 4th Workshop on Human Centered Processes (HCP-2011);;München, Germany, February 24-25, 2011
<http://ceur-ws.org/Vol-694/>;;Visual Interfaces to the Social and Semantic Web 2011;;26-Jan-2011;;Proceedings of the Workshop on Visual Interfaces to the Social and Semantic Web (VISSW 2011);;Palo Alto, US, February 13, 2011
<http://ceur-ws.org/Vol-693/>;;Improving Human-Robot Communication with Mixed-Initiative and Context-Awareness 2009;;24-Jan-2011;;Proceedings of the Workshop on Improving Human-Robot Communication with;;Toyama, Japan, September 28, 2009
<http://ceur-ws.org/Vol-692/>;;Work-in-Progress Session at PPPJ 2010;;12-Jan-2011;;Proceedings of the Work-in-Progress Session at the 8th International;;Vienna, Austria, September 16, 2010
<http://ceur-ws.org/Vol-691/>;;Linked Spatiotemporal Data 2010;;07-Jan-2011;;Proceedings of the Workshop on Linked Spatiotemporal Data 2010 (LSTD-2010);;Zurich, Switzerland, September 14, 2010
<http://ceur-ws.org/Vol-690/>;;Nudge & Influence Through Mobile Devices 2010;;05-Jan-2011;;Proceedings of the 1st International Workshop on Nudge & Influence Through Mobile Devices (NIMD-2010);;Lisbon, Portugal, September 7, 2010
<http://ceur-ws.org/Vol-689/>;;Ontology Matching 2010;;24-Dec-2009;;Proceedings of the 5th International Workshop on Ontology Matching (OM-2010);;Shanghai, China, November 7, 2010
<http://ceur-ws.org/Vol-688/>;;Automated Configuration and Tailoring of Applications 2010;;21-Dec-2010;;Proceedings of the 1st International Workshop on Automated Configuration and Tailoring of Applications (ACoTA 2010);;Antwerp, Belgium, September 20, 2010
<http://ceur-ws.org/Vol-687/>;;ISWC 2010 Workshops Volume I;;21-Dec-2010;;Proceedings of the ISWC 2010 Workshops, Volume I;;Shanghai, China, November 7-8, 2010
<http://ceur-ws.org/Vol-686/>;;Semantic Web and New Technologies 2010;;20-Dec-2010;;Proceedings of the 3rd Workshop on Semantic Web and New Technologies (SemWeb2010);;Puebla, Mexico, July 1-2, 2010
<http://ceur-ws.org/Vol-685/>;;Mining the Future Internet 2010;;16-Dec-2010;;Proceedings of the First Workshop on Mining the Future Internet (MIFI-2010);;Berlin, Germany, September 20th, 2010
<http://ceur-ws.org/Vol-684/>;;Online Dispute Resolution 2010;;14-Dec-2010;;Proceedings of the 6th International Workshop on Online Dispute Resolution 2010 (ODR-2010);;Liverpool, United Kingdom, December 15, 2010
<http://ceur-ws.org/Vol-683/>;;Information Technologies - Applications and Theory 2010;;29-Nov-2010;;Proceedings of the Conference on Theory and Practice of Information Technologies (ITAT-2010);;Hotel Smrekovica, Veľká Fatra, Slovak Republic, September 21-25, 2010
<http://ceur-ws.org/Vol-682/>;;Semantic Business Process Management 2010;;23-Nov-2010;;Proceedings of the 5th International Workshop on Semantic Business Process Management (SBPM 2010);;Heraklion, Greece, May 31, 2010
<http://ceur-ws.org/Vol-681/>;;Search and Exchange of e-le@rning Materials 2010;;23-Nov-2010;;Proceedings of the 4th International Workshop on Search and Exchange of e-le@rning Materials 2010 (SE@M'10);;Barcelona, Spain, September 27-28, 2010
<http://ceur-ws.org/Vol-680/>;;Semantic Multimedia Database Technologies 2010;;18-Nov-2010;;Proceedings of the 12th International Workshop of the Multimedia;;Saarbrücken, Germany, December 2, 2010
<http://ceur-ws.org/Vol-679/>;;Environmental Information Systems and Services - Infrastructures and Platforms 2010;;19-Nov-2010;;Proceedings of the Workshop "Environmental Information Systems and Services - Infrastructures and Platforms" (envip'2010);;Bonn, Germany, October 6-8, 2010
<http://ceur-ws.org/Vol-678/>;;Behaviour Monitoring and Interpretation 2010;;16-Nov-2010;;Proceedings of the 5th Workshop on Behaviour Monitoring and Interpretation (BMI'10);;Karlsruhe, Germany, September 21, 2010
<http://ceur-ws.org/Vol-677/>;;Latin American Workshop on Non-Monotonic Reasoning 2010;;10-Nov-2010;;Proceedings of the 6th Latin American Workshop on Non-Monotonic Reasoning 2010 (LANMR 2010);;Puebla, México, November 4-5, 2010
<http://ceur-ws.org/Vol-676/>;;Practical Use of Recommender Systems, Algorithms and Technologies 2010;;10-Nov-2010;;Proceedings of the Workshop on the Practical Use of Recommender Systems, Algorithms and Technologies (PRSAT 2010);;Barcelona, Spain, September 30, 2010
<http://ceur-ws.org/Vol-675/>;;Research 2.0 Workshop at the ECTEL 2010;;11-Nov-2010;;Proceedings of the 2nd International Workshop on Research 2.0. At the;;Barcelona, Spain, September 28, 2010
<http://ceur-ws.org/Vol-674/>;;EKAW2010 Poster and Demo Track;;05-Nov-2010;;Proceedings of the EKAW2010 Poster and Demo Track;;Lisbon, Portugal, October 11 - 15, 2010
<http://ceur-ws.org/Vol-673/>;;Reuse and Adaptation of Ontologies and Terminologies 2010;;04-Nov-2010;;Proceedings of the EKAW 2010 Workshop 6: "Reuse and Adaptation of Ontologies and Terminologies";;Lisbon, Portugal, October 15, 2010
<http://ceur-ws.org/Vol-672/>;;Concept Lattices and Their Applications 2010;;03-Nov-2010;;Proceedings of the 7th International Conference on Concept Lattices and Their Applications (CLA 2010);;Sevilla, Spain, October 19-21, 2010
<http://ceur-ws.org/Vol-671/>;;Ontology Patterns 2010;;11-Jan-2011;;Proceedings of the 2nd International Workshop on Ontology Patterns - WOP2010;;Shanghai, China, November 8, 2010
<http://ceur-ws.org/Vol-670/>;;Semantic Web in Provenance Management 2010;;18-Jan-2011;;Proceedings of the 2nd International Workshop on the role of Semantic Web in Provenance Management (SWPM 2010);;Shanghai, China, November 7, 2010
<http://ceur-ws.org/Vol-669/>;;Scalable Semantic Web Knowledge Base Systems 2010;;11-Jan-2011;;Proceedings of the 6th International Workshop on Scalable Semantic Web Knowledge Base Systems (SSWS 2010);;Shanghai, China, November 8, 2010
<http://ceur-ws.org/Vol-668/>;;Semantic Sensor Networks 2010;;03-Nov-2010;;Proceedings of the 3rd International Workshop on Semantic Sensor Networks (SSN10);;Shanghai, China, November 7, 2010
<http://ceur-ws.org/Vol-667/>;;Service Matchmaking and Resource Retrieval in the Semantic Web 2010;;03-Nov-2010;;Proceedings of the 4th International Workshop on Service Matchmaking and Resource Retrieval in the Semantic Web (SMR2 2010);;Shanghai, China, November 8, 2010
<http://ceur-ws.org/Vol-666/>;;Evaluation of Semantic Technologies 2010;;02-Nov-2010;;Proceedings of the International Workshop on Evaluation of Semantic Technologies (IWEST 2010);;Shanghai, China, November 8, 2010
<http://ceur-ws.org/Vol-665/>;;Consuming Linked Data 2010;;03-Nov-2010;;Proceedings of the First International Workshop on Consuming Linked Data (COLD2010);;Shanghai, China, November 8, 2010
<http://ceur-ws.org/Vol-664/>;;Social Data on the Web 2010;;12-Jan-2011;;Proceedings of the 3rd International Workshop on Social Data on the Web (SDoW2010);;Shanghai, China, November 8, 2010
<http://ceur-ws.org/Vol-663/>;;Forschungskolloquium Business Intelligence 2010;;02-Nov-2010;;Proceedings of the 3rd International Workshop on Social Data on the Web (SDoW2010);;Dresden, Germany, September 17-18, 2010
<http://ceur-ws.org/Vol-662/>;;SIKS/BENAIS Conference on Enterprise Information Systems 2010;;02-Nov-2010;;Proceedings of the 5th SIKS/BENAIS Conference on Enterprise Information Systems (EIS-2010);;Eindhoven, The Netherlands, November 16, 2010
<http://ceur-ws.org/Vol-661/>;;Living with Inconsistencies in Software Development 2010;;01-Nov-2010;;Proceedings of the 3rd Workshop on Living with Inconsistencies in Software Development (LWI-2010);;Antwerp, Belgium, September 21st, 2010
<http://ceur-ws.org/Vol-660/>;;ISWC-2010 Doctoral Consortium;;27-Oct-2010;;Proceedings of the Short Papers in the Doctoral Consortium at the 9th International Semantic Web Conference 2010;;Shanghai, China, November 9, 2010
<http://ceur-ws.org/Vol-659/>;;Future Enterprise Systems Workshop 2010;;26-Oct-2010;;Proceedings of the 1st International Future Enterprise Systems Workshop (FES-2010);;Berlin, Germany, September 2010
<http://ceur-ws.org/Vol-658/>;;ISWC-2010 Posters & Demonstrations Track;;24-Oct-2010;;Proceedings of the ISWC 2010 Posters & Demonstrations Track: Collected Abstracts;;Shanghai, China, November 9, 2010
<http://ceur-ws.org/Vol-657/>;;Workshop on Agreement Technologies 2010;;23-Oct-2010;;Proceedings of the Third Workshop on Agreement Technologies (WAT-2010);;Bahia Blanca, Argentina, November 1, 2010
<http://ceur-ws.org/Vol-656/>;;Interplay between User Experience and Software Development 2010;;23-Oct-2010;;Proceedings of the First International Workshop on the Interplay between;;Reikjavick, Iceland, October 17th, 2010
<http://ceur-ws.org/Vol-655/>;;Dynamic Networks and Knowledge Discovery 2010;;22-Oct-2010;;Proceedings of the 1st Workshop on Dynamic Networks and Knowledge Discovery (DyNaK 2010);;Barcelona, Spain, September 24, 2010
<http://ceur-ws.org/Vol-654/>;;Uncertainty Reasoning for the Semantic Web 2010;;21-Oct-2010;;Proceedings of the 6th International Workshop on Uncertainty Reasoning for the Semantic Web (URSW 2010);;Shanghai, China, November 7, 2010
<http://ceur-ws.org/Vol-653/>;;Interop-Vlab.It Workshop 2010;;21-Oct-2010;;Proceedings of the Third Interop-Vlab.It Workshop on Enterprise Interoperability (INVIT2010);;Naples, Italy, October 9, 2010
<http://ceur-ws.org/Vol-652/>;;Movement Pattern Analysis 2010;;20-Oct-2010;;Proceedings of the Workshop on Movement Pattern Analysis 2010 (MPA'10);;Zurich, Switzerland, September 14, 2010
<http://ceur-ws.org/Vol-651/>;;Ontology Dynamics 2010;;20-Oct-2010;;Proceedings of the Fourth International Workshop on Ontology Dynamics (IWOD-2010);;Shangai, China, November 8, 2010
<http://ceur-ws.org/Vol-650/>;;Explanation-aware Computing 2010;;17-Oct-2010;;Proceedings of the Fifth International Workshop on Explanation-aware Computing (ExaCt-2010);;Lisbon, Portugal, August 16, 2010
