@relation page

@attribute class {none,title,pages,authors,veditor,vtitle}
@attribute fontsize numeric
@attribute weight numeric
@attribute style numeric
@attribute replaced numeric
@attribute nlines numeric
@attribute depth numeric
@attribute tlength numeric
@attribute pdigits numeric
@attribute plower numeric
@attribute pupper numeric
@attribute pspaces numeric
@attribute ppunct numeric
@attribute relx numeric
@attribute rely numeric

@data
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.629646
none,1.005452,0,0.354331,0,2,1,127,0,0.732283,0.125984,0.11811,0.015748,0.120805,0.638681
title,1.005452,0,0,0,1,0,82,0,0.743902,0.121951,0.121951,0,0.120805,0.635747
authors,1.005452,0,1,0,1,0,45,0,0.711111,0.133333,0.111111,0.044444,0.08343,0.640341
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.640359
none,1.005452,0,0.352273,0,2,1,88,0,0.772727,0.102273,0.113636,0.011364,0.090794,0.649451
title,1.005452,0,0,0,1,0,57,0,0.789474,0.087719,0.122807,0,0.090794,0.646467
authors,1.005452,0,1,0,1,0,31,0,0.741935,0.129032,0.096774,0.032258,0.073998,0.651061
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.651071
none,1.005452,0,0.431373,0,2,1,153,0,0.738562,0.111111,0.111111,0.039216,0.126984,0.66022
title,1.005452,0,0,0,1,0,87,0,0.770115,0.091954,0.103448,0.034483,0.126984,0.657187
authors,1.005452,0,1,0,1,0,66,0,0.69697,0.136364,0.121212,0.045455,0.104348,0.661781
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.661784
none,1.005452,0,0.495868,0,2,1,121,0,0.752066,0.115702,0.107438,0.024793,0.098361,0.670989
title,1.005452,0,0,0,1,0,61,0,0.803279,0.098361,0.098361,0,0.095872,0.667906
authors,1.005452,0,1,0,1,0,60,0,0.7,0.133333,0.116667,0.05,0.098361,0.672501
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.672497
none,1.005452,0,0.444444,0,2,1,135,0,0.733333,0.118519,0.118519,0.02963,0.110769,0.681758
title,1.005452,0,0,0,1,0,75,0,0.76,0.106667,0.12,0.013333,0.110769,0.678626
authors,1.005452,0,1,0,1,0,60,0,0.7,0.133333,0.116667,0.05,0.098361,0.68322
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.683209
none,1.005452,0,0.398374,0,2,1,123,0,0.780488,0.097561,0.105691,0.01626,0.111975,0.692527
title,1.005452,0,0,0,1,0,74,0,0.810811,0.081081,0.108108,0,0.111975,0.689346
authors,1.005452,0,1,0,1,0,49,0,0.734694,0.122449,0.102041,0.040816,0.089776,0.69394
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.693922
none,1.005452,0,0.55102,0,2,1,147,0,0.748299,0.115646,0.102041,0.027211,0.121212,0.703297
title,1.005452,0,0,0,1,0,66,0,0.787879,0.106061,0.090909,0,0.101124,0.700066
authors,1.005452,0,1,0,1,0,81,0,0.716049,0.123457,0.111111,0.049383,0.121212,0.70466
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.704635
none,1.005452,0,0.621951,0,2,1,82,0,0.695122,0.146341,0.109756,0.02439,0.091255,0.714066
title,1.005452,0,0,0,1,0,31,0,0.677419,0.16129,0.096774,0,0.07571,0.710785
authors,1.005452,0,1,0,1,0,51,0,0.705882,0.137255,0.117647,0.039216,0.091255,0.71538
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.715348
none,1.005452,0,0.333333,0,2,1,108,0,0.768519,0.111111,0.101852,0.009259,0.105417,0.724835
title,1.005452,0,0,0,1,0,72,0,0.819444,0.083333,0.083333,0,0.105417,0.721505
authors,1.005452,0,1,0,1,0,36,0,0.666667,0.166667,0.138889,0.027778,0.078007,0.726099
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.72606
none,1.005452,0,0.429825,0,2,1,114,0,0.701754,0.140351,0.114035,0.017544,0.105263,0.735604
title,1.005452,0,0,0,1,0,65,0,0.707692,0.138462,0.123077,0,0.105263,0.732225
authors,1.005452,0,1,0,1,0,49,0,0.693878,0.142857,0.102041,0.040816,0.088889,0.736819
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.736773
none,1.005452,0,0.412844,0,2,1,109,0,0.761468,0.110092,0.100917,0.018349,0.097826,0.746374
title,1.005452,0,0,0,1,0,64,0,0.796875,0.09375,0.09375,0,0.097826,0.742945
authors,1.005452,0,1,0,1,0,45,0,0.711111,0.133333,0.111111,0.044444,0.084606,0.747539
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.747486
none,1.005452,0,0.391892,0,2,1,74,0,0.689189,0.148649,0.094595,0.013514,0.082949,0.757143
title,1.005452,0,0,0,1,0,45,0,0.666667,0.155556,0.088889,0,0.082949,0.753664
authors,1.005452,0,1,0,1,0,29,0,0.724138,0.137931,0.103448,0.034483,0.075789,0.758259
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.758199
none,1.005452,0,0.405797,0,2,1,138,0,0.717391,0.137681,0.123188,0.021739,0.117073,0.767912
title,1.005452,0,0,0,1,0,82,0,0.719512,0.146341,0.134146,0,0.117073,0.764384
authors,1.005452,0,1,0,1,0,56,0,0.714286,0.125,0.107143,0.053571,0.097035,0.768978
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.768911
none,1.005452,0,0.445652,0,2,1,92,0,0.652174,0.184783,0.141304,0.021739,0.086643,0.778681
title,1.005452,0,0,0,1,0,51,0,0.666667,0.196078,0.137255,0,0.086643,0.775104
authors,1.005452,0,1,0,1,0,41,0,0.634146,0.170732,0.146341,0.04878,0.081725,0.779698
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.779624
none,1.005452,0,0.486726,0,2,1,113,0.00885,0.681416,0.159292,0.123894,0.017699,0.095745,0.789451
title,1.005452,0,0,0,1,0,58,0.017241,0.637931,0.189655,0.137931,0,0.095745,0.785824
authors,1.005452,0,1,0,1,0,55,0,0.727273,0.127273,0.109091,0.036364,0.094118,0.790418
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.790337
none,1.005452,0,0.417476,0,2,1,103,0,0.718447,0.145631,0.126214,0.009709,0.095112,0.80022
title,1.005452,0,0,0,1,0,60,0,0.683333,0.166667,0.15,0,0.095112,0.796543
authors,1.005452,0,1,0,1,0,43,0,0.767442,0.116279,0.093023,0.023256,0.082664,0.801138
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.801049
none,1.005452,0,0.256098,0,2,1,82,0.02439,0.512195,0.280488,0.158537,0.02439,0.100139,0.810989
title,1.005452,0,0,0,1,0,61,0.032787,0.491803,0.295082,0.163934,0.016393,0.100139,0.807263
authors,1.005452,0,1,0,1,0,21,0,0.571429,0.238095,0.142857,0.047619,0.069498,0.811857
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.811762
none,1.005452,0,0.463415,0,2,1,123,0,0.747967,0.105691,0.097561,0.01626,0.099174,0.821758
title,1.005452,0,0,0,1,0,66,0,0.757576,0.090909,0.090909,0,0.099174,0.817983
authors,1.005452,0,1,0,1,0,57,0,0.736842,0.122807,0.105263,0.035088,0.094862,0.822577
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.822475
none,1.005452,0,0.5,0,2,1,114,0,0.736842,0.114035,0.096491,0.017544,0.094862,0.832527
title,1.005452,0,0,0,1,0,57,0,0.736842,0.105263,0.087719,0,0.093506,0.828703
authors,1.005452,0,1,0,1,0,57,0,0.736842,0.122807,0.105263,0.035088,0.094862,0.833297
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.833188
none,1.005452,0,0.473684,0,2,1,57,0,0.701754,0.140351,0.122807,0.035088,0.074074,0.843297
title,1.005452,0,0,0,1,0,30,0,0.8,0.1,0.1,0,0.074074,0.839422
authors,1.005452,0,1,0,1,0,27,0,0.592593,0.185185,0.148148,0.074074,0.072144,0.844017
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.8439
none,1.005452,0,0.623377,0,2,1,77,0,0.662338,0.181818,0.12987,0.025974,0.085919,0.854066
title,1.005452,0,0,0,1,0,29,0,0.551724,0.275862,0.172414,0,0.074611,0.850142
authors,1.005452,0,1,0,1,0,48,0,0.729167,0.125,0.104167,0.041667,0.085919,0.854736
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.854613
none,1.005452,0,0.544,0,2,1,125,0,0.728,0.12,0.12,0.032,0.1033,0.864835
title,1.005452,0,0,0,1,0,57,0,0.77193,0.105263,0.122807,0,0.093144,0.860862
authors,1.005452,0,1,0,1,0,68,0,0.691176,0.132353,0.117647,0.058824,0.1033,0.865456
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.865326
none,1.005452,0,0.235294,0,2,1,136,0,0.720588,0.147059,0.110294,0.014706,0.169811,0.875604
title,1.005452,0,0,0,1,0,104,0,0.711538,0.153846,0.115385,0.009615,0.169811,0.871582
authors,1.005452,0,1,0,1,0,32,0,0.75,0.125,0.09375,0.03125,0.076677,0.876176
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.876038
none,1.005452,0,0.387755,0,2,1,98,0,0.714286,0.142857,0.112245,0.020408,0.093872,0.886374
title,1.005452,0,0,0,1,0,60,0,0.75,0.133333,0.1,0,0.093872,0.882301
authors,1.005452,0,1,0,1,0,38,0,0.657895,0.157895,0.131579,0.052632,0.078689,0.886896
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.886751
none,1.005452,0,0.461538,0,2,1,117,0,0.709402,0.145299,0.102564,0.025641,0.101124,0.897143
title,1.005452,0,0,0,1,0,63,0,0.666667,0.174603,0.111111,0.015873,0.101124,0.893021
authors,1.005452,0,1,0,1,0,54,0,0.759259,0.111111,0.092593,0.037037,0.089441,0.897615
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.897464
none,1.005452,0,0.306931,0,2,1,101,0,0.742574,0.128713,0.108911,0.009901,0.103152,0.907912
title,1.005452,0,0,0,1,0,70,0,0.742857,0.128571,0.114286,0,0.103152,0.903741
authors,1.005452,0,1,0,1,0,31,0,0.741935,0.129032,0.096774,0.032258,0.07603,0.908335
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.908177
none,1.005452,0,0.480916,0,2,1,131,0,0.778626,0.099237,0.099237,0.015267,0.104803,0.918681
title,1.005452,0,0,0,1,0,68,0,0.794118,0.088235,0.117647,0,0.104651,0.914461
authors,1.005452,0,1,0,1,0,63,0,0.761905,0.111111,0.079365,0.031746,0.104803,0.919055
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.918889
none,1.005452,0,0.430769,0,2,1,65,0,0.723077,0.153846,0.107692,0.015385,0.077922,0.929451
title,1.005452,0,0,0,1,0,37,0,0.72973,0.162162,0.108108,0,0.077922,0.92518
authors,1.005452,0,1,0,1,0,28,0,0.714286,0.142857,0.107143,0.035714,0.072581,0.929775
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.929602
none,1.005452,0,0.32,0,2,1,125,0,0.712,0.152,0.12,0.016,0.131387,0.94022
title,1.005452,0,0,0,1,0,85,0,0.729412,0.152941,0.117647,0,0.131387,0.9359
authors,1.005452,0,1,0,1,0,40,0,0.675,0.15,0.125,0.05,0.083045,0.940494
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.940315
none,1.005452,0,0.385965,0,2,1,114,0,0.736842,0.122807,0.122807,0.017544,0.107143,0.950989
title,1.005452,0,0,0,1,0,70,0,0.757143,0.114286,0.128571,0,0.107143,0.94662
authors,1.005452,0,1,0,1,0,44,0,0.704545,0.136364,0.113636,0.045455,0.081633,0.951214
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.951028
none,1.005452,0,0.619048,0,2,1,105,0,0.742857,0.12381,0.104762,0.028571,0.100418,0.961758
title,1.005452,0,0,0,1,0,40,0,0.775,0.125,0.1,0,0.079646,0.95734
authors,1.005452,0,1,0,1,0,65,0,0.723077,0.123077,0.107692,0.046154,0.100418,0.961934
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.96174
none,1.005452,0,0.433333,0,2,1,90,0,0.677778,0.177778,0.122222,0.022222,0.090794,0.972527
title,1.005452,0,0,0,1,0,51,0,0.686275,0.196078,0.117647,0,0.090794,0.96806
authors,1.005452,0,1,0,1,0,39,0,0.666667,0.153846,0.128205,0.051282,0.079734,0.972654
pages,0.81693,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.972453
none,1.005452,0,0.466667,0,2,1,105,0,0.657143,0.171429,0.114286,0.028571,0.092664,0.983297
title,1.005452,0,0,0,1,0,56,0,0.589286,0.214286,0.125,0.017857,0.092664,0.978779
authors,1.005452,0,1,0,1,0,49,0,0.734694,0.122449,0.102041,0.040816,0.088235,0.983373
pages,0.81693,0,0,0,1,0,9,0.888889,0,0,0,0,0.996466,0.983166
none,1.005452,0,0.210084,0,2,1,119,0,0.773109,0.109244,0.10084,0.008403,0.137931,0.994066
title,1.005452,0,0,0,1,0,94,0,0.797872,0.095745,0.095745,0,0.137931,0.989499
authors,1.005452,0,1,0,1,0,25,0,0.68,0.16,0.12,0.04,0.071642,0.994093
pages,0.81693,0,0,0,1,0,9,0.888889,0,0,0,0,0.996466,0.993878
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.996295
none,0.81693,0,0,0,1,0,53,0.150943,0.584906,0.075472,0.113208,0.037736,0.036994,1
none,1,0.303922,0.205306,0,37,3,1749,0.024585,0.718696,0.104631,0.114351,0.022298,?,?
none,1.12413,1,0,0,1,1,20,0.2,0.25,0.35,0,0.05,0.940877,0.008145
none,1.12413,1,0,0,1,0,12,0,0.25,0.5,0,0.083333,0.869934,0.008145
none,1.12413,1,0,0,1,0,8,0.5,0.25,0.125,0,0,0.947842,0.008145
none,0.946636,1,0,0,1,0,22,0.409091,0.363636,0,0,0.136364,0.94246,0.03156
none,0.650812,0,0,0,1,0,125,0.032,0.752,0.016,0.168,0.016,0.054545,0.060987
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.083481
none,1.893272,1,0,0,1,0,13,0.307692,0.461538,0.153846,0.076923,0,0.033543,0.109074
vtitle,1.893272,1,0,0,1,0,64,0,0.765625,0.09375,0.09375,0.046875,0.201258,0.146654
none,1.12413,1,0,0,2,1,191,0.031414,0.706806,0.099476,0.13089,0.015707,0.230216,0.224282
none,1.12413,1,0,0,1,0,109,0,0.788991,0.073394,0.110092,0.027523,0.230216,0.219005
none,1.12413,1,0,0,1,0,82,0.073171,0.597561,0.134146,0.158537,0,0.085791,0.242534
none,1.12413,1,0,0,1,0,37,0.162162,0.513514,0.081081,0.135135,0.108108,0.036994,0.279638
none,0.946636,1,0,0,1,0,9,0,0.777778,0.111111,0.111111,0,0.028571,0.3156
none,1.12413,1,0,0,4,1,67,0,0.597015,0.149254,0.149254,0.014925,0.031373,0.394352
veditor,1.12413,1,0,0,1,0,16,0,0.8125,0.125,0.0625,0,0.030978,0.366516
none,1.12413,1,0,0,1,0,2,0,0,0,0.5,0,0.161864,0.366516
veditor,1.12413,1,0,0,1,0,15,0,0.6,0.2,0.133333,0.066667,0.030799,0.390045
none,1.12413,1,0,0,1,0,3,0,0,0,0.333333,0,0.157715,0.390045
veditor,1.12413,1,0,0,1,0,15,0,0.666667,0.2,0.133333,0,0.030303,0.413575
none,1.12413,1,0,0,1,0,2,0,0,0,0.5,0,0.142373,0.413575
veditor,1.12413,1,0,0,1,0,11,0,0.727273,0.181818,0.090909,0,0.029575,0.437104
none,1.12413,1,0,0,1,0,3,0,0,0,0.333333,0,0.121057,0.437104
none,0.946636,0,0,0,2,1,145,0,0.772414,0.075862,0.110345,0.02069,0.046715,0.481618
none,0.946636,0,0,0,1,0,2,0,0,0,0.5,0,0.027073,0.472498
none,0.946636,0,0,0,1,0,21,0,0.809524,0.095238,0.095238,0,0.04023,0.472498
none,0.946636,0,0,0,1,0,51,0,0.764706,0.078431,0.117647,0.039216,0.225386,0.472498
none,0.946636,0,0,0,1,0,3,0,0,0,0.333333,0,0.027211,0.491434
none,0.946636,0,0,0,1,0,34,0,0.823529,0.088235,0.088235,0,0.051282,0.491434
none,0.946636,0,0,0,1,0,34,0,0.823529,0.058824,0.088235,0.029412,0.312115,0.491434
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.501776
none,1.419954,1,0,0,1,0,17,0,0.764706,0.117647,0.117647,0,0.032389,0.532727
none,0.946636,0,0,0,1,1,7,0,0.857143,0.142857,0,0,0.063325,0.572588
none,0.946636,0,0,0,1,0,7,0,0.857143,0.142857,0,0,0.063325,0.572588
none,0.946636,0,0.122449,0,2,2,99,0,0.808081,0.080808,0.090909,0,0.133581,0.609375
none,0.946636,0,0,0,1,1,87,0,0.816092,0.068966,0.091954,0,0.133581,0.597836
title,0.946636,0,0,0,1,0,59,0,0.813559,0.101695,0.084746,0,0.097959,0.597836
none,0.946636,0,0,0,1,0,28,0,0.821429,0,0.107143,0,0.531124,0.597836
authors,0.946636,0,1,0,1,0,12,0,0.75,0.166667,0.083333,0,0.066176,0.616772
none,0.946636,0,0.554455,0,2,1,101,0,0.722772,0.148515,0.09901,0.019802,0.095618,0.654412
title,0.946636,0,0,0,1,0,45,0,0.711111,0.177778,0.088889,0,0.084706,0.64202
authors,0.946636,0,1,0,1,0,56,0,0.732143,0.125,0.107143,0.035714,0.095618,0.660956
none,0.946636,0,0.373333,0,2,1,75,0,0.76,0.12,0.106667,0.013333,0.082949,0.699449
title,0.946636,0,0,0,1,0,47,0,0.787234,0.106383,0.106383,0,0.082949,0.686204
authors,0.946636,0,1,0,1,0,28,0,0.714286,0.142857,0.107143,0.035714,0.072581,0.70514
none,0.946636,0,0.401961,0,2,1,102,0,0.735294,0.127451,0.107843,0.019608,0.096904,0.744485
title,0.946636,0,0,0,1,0,61,0,0.770492,0.114754,0.098361,0,0.096904,0.730388
authors,0.946636,0,1,0,1,0,41,0,0.682927,0.146341,0.121951,0.04878,0.081172,0.749324
none,0.946636,0,0.379032,0,2,1,124,0,0.75,0.120968,0.112903,0.016129,0.11465,0.789522
title,0.946636,0,0,0,1,0,77,0,0.766234,0.116883,0.116883,0,0.11465,0.774572
authors,0.946636,0,1,0,1,0,47,0,0.723404,0.12766,0.106383,0.042553,0.088127,0.793508
none,0.946636,0,0.435065,0,2,1,154,0,0.772727,0.103896,0.097403,0.019481,0.119205,0.834559
title,0.946636,0,0,0,1,0,87,0,0.804598,0.091954,0.091954,0,0.119205,0.818756
authors,0.946636,0,1,0,1,0,67,0,0.731343,0.119403,0.104478,0.044776,0.105727,0.837692
none,0.946636,0,0.352,0,2,1,125,0,0.72,0.144,0.112,0.024,0.123711,0.879596
title,0.946636,0,0,0,1,0,81,0,0.728395,0.148148,0.111111,0.012346,0.123711,0.86294
authors,0.946636,0,1,0,1,0,44,0,0.704545,0.136364,0.113636,0.045455,0.08154,0.881876
none,0.946636,0,0.525862,0,2,1,116,0,0.732759,0.12069,0.12069,0.025862,0.098901,0.924632
title,0.946636,0,0,0,1,0,55,0,0.763636,0.109091,0.127273,0,0.088779,0.907124
authors,0.946636,0,1,0,1,0,61,0,0.704918,0.131148,0.114754,0.04918,0.098901,0.92606
none,0.946636,1,0,0,1,1,95,0.021053,0.705263,0.094737,0.147368,0.021053,0.071269,0.966637
none,0.946636,1,0,0,1,0,65,0,0.830769,0.015385,0.153846,0,0.045977,0.966637
none,0.946636,1,0,0,1,0,29,0.068966,0.448276,0.275862,0.137931,0.034483,0.556375,0.966637
none,0.946636,1,0,0,1,0,1,0,0,0,0,1,0.64899,0.966637
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.984902
none,0.769142,0,0,0,1,0,41,0.195122,0.585366,0.04878,0.097561,0.02439,0.03397,1
none,1,0.160552,0.306431,0,51,2,2327,0.026214,0.660507,0.132789,0.129351,0.030511,?,?
none,1.159904,1,0,0,1,1,19,0.157895,0.263158,0.368421,0,0.052632,0.936492,0.009377
none,1.159904,1,0,0,1,0,12,0,0.25,0.5,0,0.083333,0.875589,0.009377
none,1.159904,1,0,0,1,0,7,0.428571,0.285714,0.142857,0,0,0.9439,0.009377
none,0.976761,1,0,0,1,0,21,0.380952,0.380952,0,0,0.142857,0.938053,0.02672
none,0.793619,0,0,0,1,0,183,0.021858,0.775956,0.016393,0.15847,0.016393,0.58,0.052
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.077279
none,1.953523,1,0,0,1,0,8,0.5,0,0.5,0,0,0.031311,0.096011
vtitle,1.953523,1,0,0,1,0,22,0,0.681818,0.136364,0.181818,0,0.038647,0.123732
none,1.159904,1,0,0,1,0,61,0.065574,0.639344,0.131148,0.163934,0,0.056637,0.177495
none,1.159904,1,0,0,1,0,38,0.157895,0.447368,0.105263,0.184211,0.105263,0.037166,0.204956
none,0.976761,1,0,0,1,0,9,0,0.777778,0.111111,0.111111,0,0.028571,0.231797
none,1.159904,1,0,0,5,1,87,0,0.574713,0.126437,0.114943,0,0.032888,0.289417
veditor,1.159904,1,0,0,1,0,15,0,0.8,0.133333,0.066667,0,0.030332,0.269257
none,1.159904,1,0,0,1,0,2,0,0,0,0.5,0,0.14322,0.269257
veditor,1.159904,1,0,0,1,0,9,0,0.666667,0.222222,0.111111,0,0.029304,0.286671
none,1.159904,1,0,0,1,0,3,0,0,0,0.333333,0,0.112532,0.286671
veditor,1.159904,1,0,0,1,0,15,0,0.666667,0.2,0.066667,0,0.030858,0.304086
none,1.159904,1,0,0,1,0,4,0,0,0,0.25,0,0.160377,0.304086
veditor,1.159904,1,0,0,1,0,18,0,0.833333,0.111111,0.055556,0,0.031809,0.3215
none,1.159904,1,0,0,1,0,5,0,0,0,0.2,0,0.188093,0.3215
veditor,1.159904,1,0,0,1,0,10,0,0.7,0.2,0.1,0,0.029439,0.338915
none,1.159904,1,0,0,1,0,6,0,0,0,0.166667,0,0.118924,0.338915
none,0.976761,0,0,0,5,1,308,0.074675,0.522727,0.162338,0.136364,0.051948,0.055944,0.38712
none,0.976761,0,0,0,1,0,53,0.113208,0.584906,0.09434,0.132075,0.056604,0.040302,0.365397
none,0.976761,0,0,0,1,0,63,0.063492,0.492063,0.190476,0.15873,0.063492,0.042497,0.379426
none,0.976761,0,0,0,1,0,46,0.130435,0.391304,0.217391,0.130435,0.043478,0.038141,0.393454
none,0.976761,0,0,0,1,0,86,0,0.534884,0.22093,0.139535,0.05814,0.055944,0.407482
none,0.976761,0,0,0,1,0,60,0.116667,0.583333,0.066667,0.116667,0.033333,0.040764,0.42151
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.429987
none,1.465142,1,0,0,1,0,17,0,0.764706,0.117647,0.117647,0,0.032389,0.451613
none,1.159904,1,0,0,1,0,37,0.027027,0.621622,0.162162,0.135135,0.027027,0.086747,0.48292
none,0.976761,0,0.798319,0,2,1,119,0,0.663866,0.134454,0.142857,0.05042,0.155508,0.51626
title,0.976761,0,0,0,1,0,24,0,0.708333,0.083333,0.125,0.041667,0.070107,0.509018
authors,0.976761,0,1,0,1,0,95,0,0.652632,0.147368,0.147368,0.052632,0.155508,0.523046
none,0.976761,0,0.382609,0,2,1,115,0,0.695652,0.13913,0.13913,0.026087,0.107463,0.549458
title,0.976761,0,0,0,1,0,71,0,0.71831,0.126761,0.140845,0.014085,0.107463,0.54175
authors,0.976761,0,1,0,1,0,44,0,0.659091,0.159091,0.136364,0.045455,0.084112,0.555778
none,0.976761,0,0.39759,0,2,1,83,0,0.698795,0.156627,0.108434,0.024096,0.088344,0.582656
title,0.976761,0,0,0,1,0,50,0,0.66,0.18,0.12,0.02,0.088344,0.574482
authors,0.976761,0,1,0,1,0,33,0,0.757576,0.121212,0.090909,0.030303,0.075472,0.58851
none,0.976761,0,0.787879,0,2,1,99,0,0.626263,0.191919,0.141414,0.040404,0.124567,0.615854
title,0.976761,0,0,0,1,0,21,0,0.571429,0.333333,0.095238,0,0.071006,0.607214
authors,0.976761,0,1,0,1,0,78,0,0.641026,0.153846,0.153846,0.051282,0.124567,0.621242
none,1.159904,1,0,0,1,0,30,0.033333,0.6,0.2,0.133333,0.033333,0.080717,0.647019
none,0.976761,0,0.419355,0,2,1,62,0,0.709677,0.16129,0.096774,0.016129,0.077419,0.682249
title,0.976761,0,0,0,1,0,36,0,0.722222,0.166667,0.083333,0,0.077419,0.672679
authors,0.976761,0,1,0,1,0,26,0,0.692308,0.153846,0.115385,0.038462,0.072801,0.686707
none,0.976761,0,0.4,0,2,1,110,0,0.690909,0.154545,0.118182,0.036364,0.10084,0.715447
title,0.976761,0,0,0,1,0,66,0,0.727273,0.151515,0.106061,0.015152,0.10084,0.705411
authors,0.976761,0,1,0,1,0,44,0,0.636364,0.159091,0.136364,0.068182,0.084014,0.719439
none,0.976761,0,0.506944,0,2,1,144,0,0.708333,0.131944,0.131944,0.027778,0.1125,0.748645
title,0.976761,0,0,0,1,0,71,0,0.732394,0.126761,0.140845,0,0.106984,0.738143
authors,0.976761,0,1,0,1,0,73,0,0.684932,0.136986,0.123288,0.054795,0.1125,0.752171
none,0.976761,0,0.57485,0,2,1,167,0,0.700599,0.125749,0.143713,0.02994,0.162896,0.781843
title,0.976761,0,0,0,1,0,71,0,0.788732,0.084507,0.126761,0,0.108434,0.770875
authors,0.976761,0,1,0,1,0,96,0,0.635417,0.15625,0.15625,0.052083,0.162896,0.784903
none,1.159904,1,0,0,1,0,29,0.034483,0.586207,0.172414,0.137931,0.034483,0.078603,0.811119
none,0.976761,0,0.434211,0,2,1,76,0,0.75,0.131579,0.105263,0.013158,0.082286,0.848238
title,0.976761,0,0,0,1,0,43,0,0.744186,0.139535,0.116279,0,0.082286,0.836339
authors,0.976761,0,1,0,1,0,33,0,0.757576,0.121212,0.090909,0.030303,0.078689,0.850367
none,0.976761,0,0.364407,0,2,1,118,0,0.745763,0.101695,0.127119,0.025424,0.111975,0.881436
title,0.976761,0,0,0,1,0,75,0,0.773333,0.08,0.133333,0.013333,0.111975,0.869071
authors,0.976761,0,1,0,1,0,43,0,0.697674,0.139535,0.116279,0.046512,0.082192,0.8831
none,0.976761,0,0.43956,0,2,1,91,0,0.758242,0.10989,0.10989,0.010989,0.088561,0.914634
title,0.976761,0,0,0,1,0,51,0,0.764706,0.098039,0.137255,0,0.088561,0.901804
authors,0.976761,0,1,0,1,0,40,0,0.75,0.125,0.075,0.025,0.080808,0.915832
none,0.976761,0,0.410256,0,2,1,156,0,0.705128,0.147436,0.115385,0.025641,0.146045,0.947832
title,0.976761,0,0,0,1,0,92,0,0.695652,0.163043,0.119565,0.01087,0.146045,0.934536
authors,0.976761,0,1,0,1,0,64,0,0.71875,0.125,0.109375,0.046875,0.104803,0.948564
none,0.976761,0,0.532468,0,2,1,77,0,0.714286,0.12987,0.12987,0.025974,0.080178,0.98103
title,0.976761,0,0,0,1,0,36,0,0.666667,0.138889,0.166667,0.027778,0.078261,0.967268
authors,0.976761,0,1,0,1,0,41,0,0.756098,0.121951,0.097561,0.02439,0.080178,0.981296
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.988111
none,0.854666,0,0,0,1,0,41,0.146341,0.609756,0.073171,0.097561,0.02439,0.034446,1
none,1,0.487283,0.100121,0,66,3,2509,0.066162,0.603826,0.163412,0.115584,0.015544,?,?
