Vol-808;;Semantic Technologies for Intelligence, Defense, and Security 2011;;14-Nov-2011
Vol-807;;Multimedia Benchmark Workshop 2011;;09-Nov-2011
Vol-806;;The New Technologies for Aquileia 2011;;08-Nov-2011
Vol-805;;Knowledge Engineering and Software Engineering 2011;;08-Nov-2011
Vol-804;;Latin American Workshop on Non-Monotonic Reasoning 2011;;04-Nov-2011
Vol-803;;Russian Conference on Digital Libraries 2011;;03-Nov-2011
Vol-802;;Czech and Slovak Knowledge Technology Conference 2011;;03-Nov-2011
Vol-801;;Semantic Digital Archives 2011;;09-Jan-2012
Vol-800;;SIKS Conference on Enterprise Information Systems 2011;;28-Oct-2011
Vol-799;;RuleML2011@BRF Challenge;;01-Nov-2011
Vol-798;;Terra Cognita 2011;;25-Oct-2011
Vol-797;;Workshop sobre Aspectos da Interação Humano-Computador para a Web Social 2011;;24-Oct-2011
Vol-796;;OWL: Experiences and Directions 2011;;22-Oct-2011
Vol-795;;Model Based Architecting and Construction of Embedded Systems 2011;;20-Oct-2011
Vol-794;;Models@run.time 2011;;19-Oct-2011
Vol-793;;Music Recommendation and Discovery 2011;;19-Oct-2011
Vol-792;;Accessible Design in the Digital World 2011;;18-Oct-2011
Vol-791;;Context-Aware Recommender Systems 2011;;18-Oct-2011
Vol-790;;Awareness and Reflection in Learning Networks 2011;;23-Nov-2011
Vol-789;;Advances in Databases and Information Systems - Research Communications 2011;;14-Oct-2011
Vol-788;;Information Technologies - Applications and Theory 2011;;17-Oct-2011
Vol-787;;Model-based Interactive Ubiquitous Systems 2011;;18-Oct-2011
Vol-786;;Context Aware Intelligent Assistance 2011;;12-Oct-2011
Vol-785;;Experiences and Empirical Studies in Software Modelling 2011;;10-Oct-2011
Vol-784;;Knowledge Evolution and Ontology Dynamics 2011;;06-Oct-2011
Vol-783;;Linked Science 2011;;30-Sep-2011
Vol-782;;Consuming Linked Data 2011;;27-Sep-2011
Vol-781;;Semantic Personalized Information Management: Retrieval and Recommendation 2011;;24-Sep-2011
Vol-780;;Cognitive Engineering for Mobile GIS 2011;;23-Sep-2011
Vol-779;;Detection, Representation, and Exploitation of Events in the Semantic Web 2011;;22-Sep-2011
Vol-778;;Uncertainty Reasoning for the Semantic Web 2011;;15-Sep-2011
Vol-777;;Collaborative Usage and Development of Models and Visualizations 2011;;8-Sep-2011
Vol-776;;Ontology Research in Brazil & Metamodels, Ontologies and Semantic Technologies 2011;;8-Sep-2011
Vol-775;;Multilingual Semantic Web 2011;;03-Nov-2011
Vol-774;;Canadian Semantic Web Symposium 2011;;6-Sep-2011
Vol-773;;EFEPLE Workshop 2011;;31-Aug-2011
Vol-772;;Discovering, Summarizing and Using Multiple Clusterings 2011;;30-Aug-2011
Vol-771;;New Challenges in Distributed Information Filtering and Retrieval 2011;;30-Aug-2011
Vol-770;;Discovery Challenge Workshop 2011;;30-Aug-2011
Vol-769;;IT Innovations Enabling Seamless and Secure Supply Chains 2011;;25-Aug-2011
Vol-768;;Automated Forensic Handwriting Analysis 2011;;25-Aug-2011
Vol-767;;Mathematical Wikis 2011;;24-Aug-2011
Vol-766;;iStar 2011;;19-Aug-2011
Vol-765;;Learning from Medical Data Streams 2011;;02-Nov-2011
Vol-764;;Neural-Symbolic Learning and Reasoning 2011;;04-Aug-2011
Vol-763;;Human-Computer Interaction and Information Retrieval 2011;;04-Aug-2011
Vol-762;;Knowledge Diversity on the Web 2011;;1-Aug-2011
Vol-761;;First Challenge Task on Drug-Drug Interaction Extraction 2011;;28-Jul-2011
Vol-760;;Automated Theory Engineering 2011;;28-Jul-2011
Vol-759;;Computational Models of Spatial Language Interpretation and Generation 2011;;28-Jul-2011
Vol-758;;Soft Computing Applications and Knowledge Discovery 2011;;25-Jul-2011
Vol-757;;Concept Discovery in Unstructured Data 2011;;24-Jul-2011
Vol-756;;Intelligent Techniques for Web Personalization & Recommender Systems 2011;;24-Jul-2011
Vol-755;;IJCAI 2011 Workshop on Configuration;;24-Jul-2011
Vol-754;;Semantic Applications in Life Sciences 2010;;22-Jul-2011
Vol-753;;CUBIST Workshop 2011;;14-Jul-2011
Vol-752;;Workshop on Applications of Software Agents 2011;;11-Jul-2011
Vol-751;;Reasoning About Other Minds 2011;;07-Jul-2011
Vol-750;;(CM)² Young Researcher Symposium 2011;;07-Jul-2011
Vol-749;;Alberto Mendelzon International Workshop on Foundations of Data Management 2011;;05-Jul-2011
Vol-748;;Ontology and Semantic Web for Manufacturing 2011;;04-Jul-2011
Vol-747;;Semantic Models for Adaptive Interactive Systems 2011;;05-Jul-2011
Vol-746;;Software Ecosystems 2011;;1-Jul-2011
Vol-745;;Description Logics 2011;;30-Jun-2011
Vol-744;;Health Document Text Mining and Information Analysis 2011;;17-Aug-2011
Vol-743;;Adaptive Support for Team Collaboration 2011;;28-Jun-2011
Vol-742;;Model Transformation with ATL 2011;;27-Jun-2011
Vol-741;;Workshop on Objects and Agents 2011;;27-Jun-2011
Vol-740;;The UMAP 2011 Workshops - DEMRA 2011 and UMMS 2011;;24-Jun-2011
Vol-739;;Open Knowledge Conference 2011;;24-Jun-2011
Vol-738;;Logic-based Interpretation of Context: Modelling and Applications 2011;;23-Jun-2011
Vol-737;;Workshop on REsource Discovery 2011;;19-Jun-2011
Vol-736;;High-Performance Computing for the Semantic Web 2011;;17-Jun-2011
Vol-735;;Spring Researchers Colloquium on Databases and Information Systems 2011;;15-Jun-2011
Vol-734;;CAiSE Forum 2011;;14-Jun-2011
Vol-733;;Grundlagen von Datenbanken 2011;;13-Jun-2011
Vol-732;;Personalization Approaches in Learning Environments 2011;;10-Jun-2011
Vol-731;;CAiSE Doctoral Consortium 2011;;10-Jun-2011
Vol-730;;Semantic Adaptive Social Web 2011;;09-Jun-2011
Vol-729;;Health Ambient Information Systems Workshop 2011;;01-Jul-2011
Vol-728;;Iberoamerican Meeting of Ontological Research 2011;;27-Jun-2011
Vol-727;;Engineering Interactive Computing Systems for Medicine and Health Care 2011;;08-Jun-2011
Vol-726;;SUMo and CompoNet 2011;;14-Jun-2011
Vol-725;;Applications of Region Theory 2011;;16-Jun-2011
Vol-724;;Biological Processes & Petri Nets 2011;;11-Jun-2011
Vol-723;;Petri Nets and Software Engineering 2011;;15-Jun-2011
Vol-722;;Persuasion, Influence, Nudge & Coercion Through Mobile Devices 2011;;21-Jun-2011
Vol-721;;Semantic Publishing 2011;;25-May-2011
Vol-720;;FutureTV-2011: Making Television Personal & Social 2011;;01-Jul-2011
Vol-719;;Automatic Image Annotation and Retrieval Workshop 2010;;11-May-2011
Vol-718;;Making Sense of Microposts 2011;;10-May-2011
Vol-717;;Linked Learning 2011;;29-Apr-2011
Vol-716;;ICT in Education, Research and Industrial Applications: Integration, Harmonization and Knowledge Transfer 2011;;27-Apr-2011
Vol-715;;Bildverarbeitung für die Medizin 2011;;31-May-2011
Vol-714;;Semantic Mining in Biomedicine 2010;;18-Apr-2011
Vol-713;;Semantic Technologies for Intelligence, Defense, and Security 2010;;17-Apr-2011
Vol-712;;Integrating Sensor Web and Web-based Geoprocessing 2011;;14-Apr-2011
Vol-711;;Model Transformation with ATL 2010;;11-Apr-2011
Vol-710;;Midwest Artificial Intelligence and Cognitive Science Conference 2011;;08-Apr-2011
Vol-709;;Doctoral Consortium at EC-TEL 2010;;04-Apr-2011
Vol-708;;The CSMR 2011 Workshops - MDSM 2011 and SQM 2011;;30-Mar-2011
Vol-707;;Temporal Web Analytics Workshop 2011;;22-Mar-2011
Vol-706;;Databases, Texts, Specifications, and Objects 2011;;13-May-2011
Vol-705;;Central-European Workshop on Services and their Composition 2011;;22-Mar-2011
Vol-704;;Italian Information Retrieval Workshop 2011;;03-Mar-2011
Vol-703;;Web Dynamics 2004;;11-Feb-2011
Vol-702;;Web Dynamics 2002;;11-Feb-2011
Vol-701;;Web Dynamics 2001;;11-Feb-2011
Vol-700;;Linked Data in the Future Internet 2010;;08-Feb-2011
Vol-699;;Scripting and Development for the Semantic Web 2010;;08-Feb-2011
Vol-698;;Semantic Web Applications and Tools for Life Sciences 2010;;7-Feb-2011
Vol-697;;Workshop NLP in the Enterprise 2010;;6-Feb-2011
Vol-696;;Human Centered Processes 2011;;4-Feb-2011
Vol-695;;Software Engineering im Unterricht der Hochschulen 2011;;21-Feb-2011
Vol-694;;Visual Interfaces to the Social and Semantic Web 2011;;26-Jan-2011
Vol-693;;Improving Human-Robot Communication with Mixed-Initiative and Context-Awareness 2009;;24-Jan-2011
Vol-692;;Work-in-Progress Session at PPPJ 2010;;12-Jan-2011
Vol-691;;Linked Spatiotemporal Data 2010;;07-Jan-2011
Vol-690;;Nudge & Influence Through Mobile Devices 2010;;05-Jan-2011
Vol-689;;Ontology Matching 2010;;24-Dec-2009
Vol-688;;Automated Configuration and Tailoring of Applications 2010;;21-Dec-2010
Vol-687;;ISWC 2010 Workshops Volume I;;21-Dec-2010
Vol-686;;Semantic Web and New Technologies 2010;;20-Dec-2010
Vol-685;;Mining the Future Internet 2010;;16-Dec-2010
Vol-684;;Online Dispute Resolution 2010;;14-Dec-2010
Vol-683;;Information Technologies - Applications and Theory 2010;;29-Nov-2010
Vol-682;;Semantic Business Process Management 2010;;23-Nov-2010
Vol-681;;Search and Exchange of e-le@rning Materials 2010;;23-Nov-2010
Vol-680;;Semantic Multimedia Database Technologies 2010;;18-Nov-2010
Vol-679;;Environmental Information Systems and Services - Infrastructures and Platforms 2010;;19-Nov-2010
Vol-678;;Behaviour Monitoring and Interpretation 2010;;16-Nov-2010
Vol-677;;Latin American Workshop on Non-Monotonic Reasoning 2010;;10-Nov-2010
Vol-676;;Practical Use of Recommender Systems, Algorithms and Technologies 2010;;10-Nov-2010
Vol-675;;Research 2.0 Workshop at the ECTEL 2010;;11-Nov-2010
Vol-674;;EKAW2010 Poster and Demo Track;;05-Nov-2010
Vol-673;;Reuse and Adaptation of Ontologies and Terminologies 2010;;04-Nov-2010
Vol-672;;Concept Lattices and Their Applications 2010;;03-Nov-2010
Vol-671;;Ontology Patterns 2010;;11-Jan-2011
Vol-670;;Semantic Web in Provenance Management 2010;;18-Jan-2011
Vol-669;;Scalable Semantic Web Knowledge Base Systems 2010;;11-Jan-2011
Vol-668;;Semantic Sensor Networks 2010;;03-Nov-2010
Vol-667;;Service Matchmaking and Resource Retrieval in the Semantic Web 2010;;03-Nov-2010
Vol-666;;Evaluation of Semantic Technologies 2010;;02-Nov-2010
Vol-665;;Consuming Linked Data 2010;;03-Nov-2010
Vol-664;;Social Data on the Web 2010;;12-Jan-2011
Vol-663;;Forschungskolloquium Business Intelligence 2010;;02-Nov-2010
Vol-662;;SIKS/BENAIS Conference on Enterprise Information Systems 2010;;02-Nov-2010
Vol-661;;Living with Inconsistencies in Software Development 2010;;01-Nov-2010
Vol-660;;ISWC-2010 Doctoral Consortium;;27-Oct-2010
Vol-659;;Future Enterprise Systems Workshop 2010;;26-Oct-2010
Vol-658;;ISWC-2010 Posters & Demonstrations Track;;24-Oct-2010
Vol-657;;Workshop on Agreement Technologies 2010;;23-Oct-2010
Vol-656;;Interplay between User Experience and Software Development 2010;;23-Oct-2010
Vol-655;;Dynamic Networks and Knowledge Discovery 2010;;22-Oct-2010
Vol-654;;Uncertainty Reasoning for the Semantic Web 2010;;21-Oct-2010
Vol-653;;Interop-Vlab.It Workshop 2010;;21-Oct-2010
Vol-652;;Movement Pattern Analysis 2010;;20-Oct-2010
Vol-651;;Ontology Dynamics 2010;;20-Oct-2010
Vol-650;;Explanation-aware Computing 2010;;17-Oct-2010
Vol-649;;RuleML-2010 Challenge;;16-Oct-2010
Vol-648;;Doctoral Symposium on Software Language Engineering 2010;;28-Sep-2010
Vol-647;;Posters and Demos of Future Internet Symposium 2010;;16-Oct-2010
Vol-646;;The IWK2010 Workshops: DERIS2010 and EMDT2010;;13-Oct-2010
Vol-645;;Annotation, Interpretation and Management of Mutations 2010;;12-Oct-2010
Vol-644;;Model Based Architecting and Construction of Embedded Systems 2010;;12-Oct-2010
Vol-643;;Algorithmen und Werkzeuge für Petrinetze 2010;;08-Oct-2010
Vol-642;;Non-functional System Properties in Domain Specific Modeling Languages 2010;;3-Oct-2010
Vol-641;;Models@run.time 2010;;28-Sep-2010
Vol-640;;Towards Digital Earth: Search, Discover and Share Geospatial Data 2010;;28-Sep-2010
Vol-639;;Advances in Databases and Information Systems 2010;;28-Sep-2010
Vol-638;;Mashup Personal Learning Environments 2010;;28-Sep-2010
Vol-637;;Semantic Data Management 2010;;27-Sep-2010
Vol-636;;Knowledge Engineering and Software Engineering 2010;;24-Sep-2010
Vol-635;;Workshop on Agreement Technologies 2009;;24-Sep-2010
Vol-634;;Entertainment Interfaces 2010;;23-Sep-2010
Vol-633;;Music Recommendation and Discovery 2010;;22-Sep-2010
Vol-632;;Semantic Wikis Workshop 2010;;22-Sep-2010
Vol-631;;Knowledge Injection into and Extraction from Linked Data 2010;;22-Sep-2010
Vol-630;;Large-Scale Distributed Systems for Information Retrieval 2010;;15-Sep-2010
Vol-629;;Personal Semantic Data 2010;;05-Sep-2010
Vol-628;;Linked Data on the Web 2010;;3-Sep-2010
Vol-627;;The Multi-Agent Logics, Languages, and Organisations Federated Workshops 2010;;27-Aug-2010
Vol-626;;Context, Information and Ontologies 2010;;27-Aug-2010
Vol-625;;Model-driven Product Line Engineering 2010;;27-Aug-2010
Vol-624;;Recognising and Tracking Events on the Web and in Real Life 2010;;26-Aug-2010
Vol-623;;Doctoral Consortium of the Future Internet Symposium 2010;;21-Aug-2010
Vol-622;;Controlled Natural Languages 2010;;20-Aug-2010
Vol-621;;Workshop nazionale "Dagli Oggetti agli Agenti" 2010;;19-Aug-2010
Vol-620;;Computational Models of Spatial Language Interpretation 2010;;12-Aug-2010
Vol-619;;Alberto Mendelzon International Workshop on Foundations of Data Management 2010;;04-Aug-2010
Vol-618;;Modeling and Reasoning in Context 2010;;22-Jul-2010
Vol-617;;Model Driven Development of Advanced User Interfaces 2010;;22-Jul-2010
Vol-616;;Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion 2010;;22-Jul-2010
Vol-615;;Business Process Management Demonstration Track 2010;;20-Jul-2010
Vol-614;;OWL: Experiences and Directions 2010;;15-Jul-2010
Vol-613;;Uncertainty in Description Logics 2010;;13-Jul-2010
Vol-612;;User-Centric Evaluation of Recommender Systems and Their Interfaces 2010;;09-Sep-2010
Vol-611;;Inductive Reasoning and Machine Learning for the Semantic Web 2010;;10-Jul-2010
Vol-610;;European Conference on Pattern Languages of Programming 2008;;07-Jul-2010
Vol-609;;Architectures and Building Blocks of Web-Based User-Adaptive Systems 2010;;06-Jul-2010
Vol-608;;Model-Driven Service Engineering 2010;;06-Jul-2010
Vol-607;;1st Educators' Day on Web Engineering Curricula 2010;;30-Jun-2010
Vol-606;;Intelligent Techniques for Web Personalization & Recommender Systems 2010;;29-Jun-2010
Vol-605;;Legal Ontologies and Artificial Intelligence Techniques 2010;;29-Jun-2010
Vol-604;;Transforming and Weaving Ontologies in Model Driven Engineering 2010;;21-Jun-2010
Vol-603;;Empirical Research in Process-Oriented Information Systems 2010;;21-Jun-2010
Vol-602;;Domain Engineering at CAiSE 2010;;21-Jun-2010
Vol-601;;Enterprise & Organizational Modeling and Simulation 2010;;21-Jun-2010
Vol-600;;Web Sémantique Médical 2010;;18-Jun-2010
Vol-599;;Business/IT Alignment and Interoperability 2010;;17-Jun-2010
Vol-598;;Italian Conference on Computational Logic 2010;;17-Jun-2010
Vol-597;;ER 2009 PhD Colloquium;;15-Jun-2010
Vol-596;;Ontology Repositories and Editors for the Semantic Web 2010;;11-Jun-2010
Vol-595;;Linking of User Profiles and Applications in the Social Semantic Web 2010;;10-Jun-2010
Vol-594;;Workshop on Context 2010;;09-Jun-2010
Vol-593;;CAiSE Doctoral Consortium 2010;;15-Jun-2010
Vol-592;;CAiSE Forum 2010;;15-Jun-2010
Vol-591;;Social Software @ Work 2009;;08-Jun-2010
Vol-590;;Adaptation in Social and Semantic Web 2010;;08-Jun-2010
Vol-589;;Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion 2009;;04-Jun-2010
Vol-588;;Poster Session of the Graphics Interface 2010;;31-May-2010
Vol-587;;Adaptation and Personalization in e-b/Learning using Pedagogic Conversational Agents 2010;;29-May-2010
Vol-586;;iStar 2010;;28-May-2010
Vol-585;;Adaptation, Personalization and Recommendation in the Social-semantic Web 2010;;25-May-2010
Vol-584;;Information Technologies - Applications and Theory 2009;;24-May-2010
Vol-583;;Workshop on Interoperable Social Multimedia Applications 2010;;18-May-2010
Vol-582;;ICT Solutions for Justice 2009;;13-May-2010
Vol-581;;Grundlagen von Datenbanken 2010;;10-May-2010
Vol-580;;Acquisition et modélisation de relations sémantiques 2009;;08-May-2010
Vol-579;;Du thème au terme. Emergence et lexicalisation des connaissances 2009;;08-May-2010
Vol-578;;Terminology and Artificial Intelligence 2009;;03-May-2010
Vol-577;;Dienstleistungsmodellierung 2010;;28-Apr-2010
Vol-576;;Trust and Privacy on the Social and Semantic Web 2010;;11-May-2010
Vol-575;;Open Knowledge Conference 2010;;26-Apr-2010
Vol-574;;Bildverarbeitung für die Medizin 2010: Algorithmen - Systeme - Anwendungen;;23-Apr-2010
Vol-573;;Description Logics 2010;;09-Jun-2010
Vol-572;;Using Web Data in the Medical Domain 2010;;08-Apr-2010
Vol-571;;Multilingual Semantic Web 2010;;23-Apr-2010
Vol-570;;Electronic Human Resource Management 2010;;31-May-2010
Vol-569;;Contextual Information Access, Seeking and Retrieval Evaluation 2010;;26-Mar-2010
Vol-568;;Poster Track of the ESWC-10 PhD Symposium;;18-Mar-2010
Vol-567;;Databases, Texts, Specifications and Objects 2010;;03-May-2010
Vol-566;;European Conference on Pattern Languages of Programming 2009;;15-Mar-2010
Vol-565;;Visual Interfaces to the Social and Semantic Web 2010;;18-Feb-2010
Vol-564;;Composition & Variability 2010;;02-Mar-2010
Vol-563;;Central-European Workshop on Services and their Composition 2010;;26-Mar-2010
Vol-562;;eUniverSALearning 2008;;3-Feb-2010
Vol-561;;Quality Assessment in Web 2009;;02-Feb-2010
Vol-560;;Italian Information Retrieval Workshop 2010;;22-Jan-2010
Vol-559;;Semantic Web Applications and Tools for Life Sciences 2009;;19-Jan-2010
Vol-558;;Encuentro de Informática y Gestión 2009;;06-Jan-2010
Vol-557;;Model-Driven Approaches in Software Product Line Engineering 2009;;04-Jan-2010
Vol-556;;First-Order Theorem Proving 2009;;04-Jan-2010
Vol-555;;Ontologies for the Intelligence Community 2009;;04-Jan-2010
Vol-554;;Geschäftsprozessmanagement mit Ereignisgesteuerten Prozessketten 2009;;29-Dec-2009
Vol-553;;Non-functional System Properties in Domain Specific Modeling Languages 2009;;27-Dec-2009
Vol-552;;Knowledge Federation 2008;;21-Dec-2009
Vol-551;;Ontology Matching 2009;;15-Dec-2009
Vol-550;;Logic-based Interpretation of Context: Modelling and Applications 2009;;10-Dec-2009
Vol-549;;RuleML-2009 Challenge;;09-Dec-2009
Vol-548;;ICSOC/ServiceWave PhD Symposium 2009;;07-Dec-2009
Vol-547;;Conférence Internationale sur l'Informatique et ses Applications 2009;;04-Dec-2009
Vol-546;;Software Engineering for Answer Set Programming 2009;;02-Dec-2009
Vol-545;;Design, Evaluation and Refinement of Intelligent Systems 2009;;01-Dec-2009
Vol-544;;Semantic Web User Interaction 2009;;30-Nov-2009
Vol-543;;Semantic Web User Interaction 2008;;30-Nov-2009
Vol-542;;Forschungskolloquium Business Intelligence 2009;;30-Nov-2009
Vol-541;;Behaviour Monitoring and Interpretation 2009;;23-Nov-2009
Vol-540;;User-Generated Services 2009;;21-Nov-2009
Vol-539;;Multimedia Metadata Community on Semantic Multimedia Database Technologies 2009;;21-Nov-2009
Vol-538;;Linked Data on the Web 2009;;17-Nov-2009
Vol-537;;Design for Future - Langlebige Softwaresysteme 2009;;17-Nov-2009
Vol-536;;Methods & Tools for Computer Supported Collaborative Creativity Process 2009;;06-Nov-2009
Vol-535;;Social Information Retrieval for Technology-Enhanced Learning 2009;;11-Nov-2009
Vol-534;;Semantic Web and New Technologies 2009;;06-Nov-2009
Vol-533;;Latin American Workshop on Non-Monotonic Reasoning 2009;;6-Nov-2009
Vol-532;;Recommender Systems and the Social Web 2009;;27-Oct-2009
Vol-531;;Transforming and Weaving Ontologies in Model Driven Engineering 2009;;22-Oct-2009
Vol-530;;Enabling Service Business Ecosystems 2009;;21-Oct-2009
Vol-529;;OWL: Experiences and Directions 2009;;16-Oct-2009
Vol-528;;Intelligent Techniques for Web Personalization & Recommender Systems 2009;;16-Oct-2009
Vol-527;;Uncertainty Reasoning for the Semantic Web 2009;;20-Oct-2009
Vol-526;;Semantic Web in Provenance Management 2009;;20-Oct-2009
Vol-525;;Service Matchmaking and Resource Retrieval in the Semantic Web 2009;;15-Oct-2009
Vol-524;;Semantic Web Enabled Software Engineering 2009;;28-Oct-2009
Vol-523;;Semantic Web Applications in Scientific Discourse 2009;;20-Oct-2009
Vol-522;;Semantic Sensor Networks 2009;;14-Oct-2009
Vol-521;;Semantics for the Rest of Us 2009;;20-Oct-2009
Vol-520;;Social Data on the Web 2009;;20-Oct-2009
Vol-519;;Ontology Dynamics 2009;;28-Oct-2009
Vol-518;;Terra Cognita 2009;;20-Oct-2009
Vol-517;;Scalable Semantic Web Knowledge Base Systems 2009;;20-Oct-2009
Vol-516;;Ontology Patterns 2009;;20-Oct-2009
Vol-515;;Living Web: Making Web Diversity a true asset 2009;;20-Oct-2009
Vol-514;;Collaborative Construction, Management and Linking of Structured Knowledge 2009;;14-Oct-2009
Vol-513;;International Workshop on Portals for Life Sciences 2009;;06-Oct-2009
Vol-512;;Understanding the User 2009;;06-Nov-2009
Vol-511;;East European Workshop on Rule-Based Applications 2009;;1-Oct-2009
Vol-510;;Visual Languages and Logic 2009;;21-Oct-2009
Vol-509;;Models@run.time 2009;;28-Sep-2009
Vol-508;;New Forms of Xanalogical Storage and Function 2009;;28-Sep-2009
Vol-507;;Model Based Architecting and Construction of Embedded Systems 2009;;28-Sep-2009
Vol-506;;Mashup Personal Learning Environments 2009;;23-Sep-2009
Vol-505;;Software Ecosystems 2009;;23-Sep-2009
Vol-504;;Combining Context with Trust, Security, and Privacy 2009;;22-Sep-2009
Vol-503;;Model Based Architecting and Construction of Embedded Systems 2008;;18-Sep-2009
Vol-502;;Uncovering Plagiarism, Authorship and Social Software Misuse 2009;;16-Sep-2009
Vol-501;;Algorithmen und Werkzeuge für Petrinetze 2009;;24-Sep-2009
Vol-500;;STI PhD Seminar 2009;;13-Sep-2009
Vol-499;;Reminiscence Systems 2009;;13-Sep-2009
Vol-498;;Story-Telling and Educational Games 2009;;03-Sep-2009
Vol-497;;ECML PKDD Discovery Challenge 2009;;02-Sep-2009
Vol-496;;OWL: Experiences and Directions 2008 DC;;26-Aug-2009
Vol-495;;Towards User Modeling and Adaptive Systems for All 2009;;25-Aug-2009
Vol-494;;Multi-Agent Logics, Languages, and Organisations Federated Workshops 2009;;22-Aug-2009
Vol-493;;Web-Oriented Software Technologies 2009;;21-Aug-2009
Vol-492;;Design and Evaluation of e-Government Applications and Services 2009;;21-Aug-2009
Vol-491;;Semantic Search 2009;;19-Aug-2009
Vol-490;;Interplay between Usability Evaluation and Software Development 2009;;18-Aug-2009
Vol-489;;Business Process Management Demonstration Track 2009;;14-Aug-2009
Vol-488;;EIG2008, 2do Encuentro de Informática y Gestión 2008;;12-Aug-2009
Vol-487;;Il Milione 2008;;11-Aug-2009
Vol-486;;Knowledge Engineering and Software Engineering 2009;;04-Sep-2009
Vol-485;;Adaptation and Personalization for Web 2.0 2009;;6-Aug-2009
Vol-484;;ICWE 2009 Doctoral Consortium;;30-Jul-2009
Vol-483;;Supplementary Proceedings of ICCS'09;;20-Jul-2009
Vol-482;;Legal and Negotiation Decision Support Systems 2009;;20-Jul-2009
Vol-481;;Neural-Symbolic Learning and Reasoning 2009;;15-Jul-2009
Vol-480;;Large-Scale Distributed Systems for Information Retrieval 2009;;14-Jul-2009
Vol-479;;CAiSE Doctoral Consortium 2009;;13-Jul-2009
Vol-478;;Personalization in Mobile and Pervasive Computing 2009;;09-Jul-2009
Vol-477;;Description Logics 2009;;08-Jul-2009
Vol-476;;Conceptual Structures for Extracting Natural Language Semantics 2009;;07-Jul-2009
Vol-475;;AIAI 2009 Workshop Proceedings;;03-Jul-2009
Vol-474;;Inductive Reasoning and Machine Learning on the Semantic Web 2009;;26-Jun-2009
Vol-473;;Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques 2009;;25-Jun-2009
Vol-472;;Semantic Business Process Management 2008;;25-Jun-2009
Vol-471;;Databases, Texts, Specifications and Objects 2009;;16-Jun-2009
Vol-470;;Lightweight Integration on the Web 2009;;15-Jun-2009
Vol-469;;Managing Insider Security Threats 2009;;15-Jun-2009
Vol-468;;Semantic Sensor Web 2009;;12-Jun-2009
Vol-467;;Web 3.0: Merging Semantic Web and Social Web 2009;;11-Jun-2009
Vol-466;;Stream Reasoning 2009;;11-Jun-2009
Vol-465;;Legal Ontologies and Artificial Intelligence Techniques 2009;;10-Jun-2009
Vol-464;;Semantic Wikis Workshop 2009;;09-Jun-2009
Vol-463;;ICT Solutions for Justice 2008;;04-Jun-2009
Vol-462;;User-Centred Design and Evaluation of Adaptive Systems 2009;;02-Jun-2009
Vol-461;;Web Information Systems Modeling 2009;;02-Jun-2009
Vol-460;;Ontology, Conceptualization and Epistemology for Information Systems, Software Engineering and Service Science 2009;;02-Jun-2009
Vol-459;;Governance, Risk and Compliance 2009;;02-Jun-2009
Vol-458;;Enterprise & Organizational Modeling and Simulation 2009;;02-Jun-2009
Vol-457;;Domain Engineering 2009;;02-Jun-2009
Vol-456;;Business/IT Alignment and Interoperability 2009;;02-Jun-2009
Vol-455;;Model-Driven Web Engineering 2009;;02-Jun-2009
Vol-454;;Spring Young Researchers' Colloquium on Databases and Information Systems 2009;;01-Jun-2009
Vol-453;;CAiSE Forum 2009;;28-May-2009
Vol-452;;Towards Clean Diesel Engines 2009;;27-May-2009
Vol-451;;Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion 2008;;07-May-2009
Vol-450;;Alberto Mendelzon International Workshop on Foundations of Data Management 2009;;05-May-2009
Vol-449;;Scripting and Development for the Semantic Web 2009;;10-Jun-2009
Vol-448;;Controlled Natural Language 2009;;28-Apr-2009
Vol-447;;Trust and Privacy on the Social and Semantic Web 2009;;01-May-2009
Vol-446;;Bildverarbeitung für die Medizin 2009: Algorithmen - Systeme - Anwendungen;;21-Apr-2009
Vol-445;;Web Oriented Software Technologies 2008;;17-Apr-2009
Vol-444;;Towards an Analytic Pragmatism 2009;;15-Apr-2009
Vol-443;;Visual Interfaces to the Social and the Semantic Web 2009;;23-Mar-2009
Vol-442;;Social Simulation and Artificial Societies Analysis 2008;;18-Mar-2009
Vol-441;;Multimedia Metadata 2009;;17-Mar-2009
Vol-440;;Ontology for the Intelligence Community 2008;;02-Mar-2009
Vol-439;;Model Driven Development of Advanced User Interfaces 2009;;27-Feb-2009
Vol-438;;Central-European Workshop on Services and their Composition 2009;;25-Feb-2009
Vol-437;;Cross-Media Information Analysis, Extraction and Management 2008;;16-Feb-2009
Vol-436;;Italian Workshop on Eclipse Technologies 2008;;09-Feb-2009
Vol-435;;Semantic Web Applications and Tools for Life Sciences 2008;;05-Feb-2009
Vol-434;;Applications of Logic Programming to the (Semantic) Web and Web Services 2008;;02-Feb-2009
Vol-433;;Concept Lattices and their Applications 2008;;02-Feb-2009
Vol-432;;OWL: Experiences and Directions 2008;;19-Jan-2009
Vol-431;;Ontology Matching 2008;;23-Dec-2008
Vol-430;;Online Dispute Resolution 2008;;03-Dec-2008
Vol-429;;Annotation, Interpretation and Management of Mutations 2008;;17-Dec-2008
